Rank,Player_ID,Year,Game,Total_Year,Total_Game,Total_Others,per_of_Game,Total_Overall,per_of_Total,PlayerName,Nationality
21,kurO,2016,League of Legends,190134.83,109689.33,80445.5,57.69%,190134.83,57.69%,"Lee, Seo Haeng",Korea
22,PawN,2016,League of Legends,405041.6,105179.53,299862.07,25.97%,405041.6,25.97%,"Heo, Won Seok",Korea
23,ClearLove,2016,League of Legends,356843.25,105179.53,251663.72,29.47%,356843.25,29.47%,"Ming, Kai",China 
24,Deft,2016,League of Legends,268446.56,105179.53,163267.03,39.18%,268446.56,39.18%,"Kim, Hyuk Kyu",Korea
25,Meiko,2016,League of Legends,193599.42,105179.53,88419.89,54.33%,193599.42,54.33%,"Tian, Ye",China 
26,Mouse,2016,League of Legends,122899.03,88019.42,34879.61,71.62%,122899.03,71.62%,"Chen, Yu Hao",China 
27,Scout,2016,League of Legends,98057.75,87537.36,10520.39,89.27%,98057.75,89.27%,"Lee, Ye Chan",Korea
28,Uzi,2016,League of Legends,240632.74,81914.7,158718.04,34.04%,240632.74,34.04%,"Jian, Zihao",China 
29,Ryu,2016,League of Legends,136742.36,80550,56192.36,58.91%,136742.36,58.91%,"Yoo, Sang Ook",Korea
30,Odoamne,2016,League of Legends,122879.3,80550,42329.3,65.55%,122879.3,65.55%,Andrei Pascu,Romania 
31,Jankos,2016,League of Legends,95847.72,80550,15297.72,84.04%,95847.72,84.04%,Marcin Jankowski,Poland 
32,VandeR,2016,League of Legends,92489.72,80550,11939.72,87.09%,92489.72,87.09%,Oskar Bogdan,Poland 
33,Forg1ven,2016,League of Legends,91544.7,80550,10994.7,87.99%,91544.7,87.99%,Konstantinos Tzortziou,Greece 
34,Koro1,2016,League of Legends,245956.44,67551.03,178405.41,27.46%,245956.44,27.46%,"Tong, Yang",China 
35,Athena,2016,League of Legends,75966.84,57874.39,18092.45,76.18%,75966.84,76.18%,"Kang, Ha Woon",Korea
36,Xmithie,2016,League of Legends,95345,55115,40230,57.81%,95345,57.81%,Jake Puchero,Philippines 
37,Darshan,2016,League of Legends,92485,55115,37370,59.59%,92485,59.59%,Darshan Upadhyaha,United States 
38,Aphromoo,2016,League of Legends,89253.57,55115,34138.57,61.75%,89253.57,61.75%,Zaqueri Black,United States 
39,HuHi,2016,League of Legends,62832.19,55115,7717.19,87.72%,62832.19,87.72%,"Choi, Jae Hyun",France
40,Stixxayy,2016,League of Legends,61376.07,55115,6261.07,89.80%,61376.07,89.80%,Trevor Hayes,United States 
41,Kira,2016,League of Legends,68029.75,52107,15922.75,76.59%,68029.75,76.59%,Mykhailo Garmash,Ukraine
42,Smurf,2016,League of Legends,68029.75,52107,15922.75,76.59%,68029.75,76.59%,Dmitriy Ivanov,Russia
43,Likkrit,2016,League of Legends,62087.69,52107,9980.69,83.92%,62087.69,83.92%,Kirill Malofeev,Russia
44,PvPStejos,2016,League of Legends,56020.05,52107,3913.05,93.01%,56020.05,93.01%,Alexander Glazkov,Ukraine 
45,aMiracle,2016,League of Legends,55072.78,52107,2965.78,94.61%,55072.78,94.61%,Vladislav Scherbyna,Ukraine 
46,Smoothie,2016,League of Legends,59010,48026.67,10983.33,81.39%,59010,81.39%,Andy Ta,Canada 
47,BaeMe,2016,League of Legends,77979.35,46857.89,31121.46,60.09%,77979.35,60.09%,"Kang, Yang Hyun",Korea
48,AmazingJ,2016,League of Legends,77459.42,46857.89,30601.53,60.49%,77459.42,60.49%,"Shek, Wai Ho",Hong Kong 
49,Avoidless,2016,League of Legends,64078.65,46857.89,17220.76,73.13%,64078.65,73.13%,"Fan, Zeon Wai",Hong Kong 
50,Jinjiao,2016,League of Legends,54708.5,46857.89,7850.61,85.65%,54708.5,85.65%,"Xie, Jin Shan",China 
51,Road,2016,League of Legends,51006.54,46857.89,4148.65,91.87%,51006.54,91.87%,"Yun, Han Gil",Korea
52,Impact,2016,League of Legends,313021.84,44726.67,268295.17,14.29%,313021.84,14.29%,"Jung, Eon Yeong",Korea
53,Sneaky,2016,League of Legends,136640,44726.67,91913.33,32.73%,136640,32.73%,Zachary Scuderi,United States 
54,Meteos,2016,League of Legends,126176.67,44726.67,81450,35.45%,126176.67,35.45%,William Hartman,United States 
55,jensen,2016,League of Legends,62639.2,44726.67,17912.53,71.40%,62639.2,71.40%,Nicolaj Jensen,Denmark 
56,SwordArt,2016,League of Legends,120925.25,43894.25,77031,36.30%,120925.25,36.30%,"Hu, Shuo Jie",Taiwan
57,Maple,2016,League of Legends,117458.21,43894.25,73563.96,37.37%,117458.21,37.37%,"Huang, Yi Tang",Taiwan
58,Karsa,2016,League of Legends,94823.57,43894.25,50929.32,46.29%,94823.57,46.29%,"Hung, Hau Hsuan",Taiwan
59,MMD,2016,League of Legends,75129.64,43894.25,31235.39,58.42%,75129.64,58.42%,"Yau, Li Hung",Taiwan
60,Bjergsen,2016,League of Legends,140811.3,41815,98996.3,29.70%,140811.3,29.70%,S?ren Bjerg,Denmark 
61,Svenskeren,2016,League of Legends,88055.33,41815,46240.33,47.49%,88055.33,47.49%,Dennis Johnsen,Denmark 
62,Hauntzer,2016,League of Legends,66145,41815,24330,63.22%,66145,63.22%,Kevin Yarnell,United States 
63,NL,2016,League of Legends,94664.75,39894.25,54770.5,42.14%,94664.75,42.14%,"Hsiung, Wen An",Taiwan
64,Doublelift,2016,League of Legends,93815.43,39815,54000.43,42.44%,93815.43,42.44%,Peter Peng,United States 
65,Fireloli,2016,League of Legends,64055.47,38861.89,25193.58,60.67%,64055.47,60.67%,"Zhao, Zhi Ming",China 
66,Biofrost,2016,League of Legends,58169.16,37002.5,21166.66,63.61%,58169.16,63.61%,Vincent Wang,Canada 
67,wuxx,2016,League of Legends,92312.97,35155.35,57157.62,38.08%,92312.97,38.08%,"Wang, Cheng",China 
68,PerkZ,2016,League of Legends,58594.58,31008.33,27586.25,52.92%,58594.58,52.92%,Luka Perkovi?,Croatia 
69,Trick,2016,League of Legends,56481.85,31008.33,25473.52,54.90%,56481.85,54.90%,"Kim, Gang Yun",Korea
70,inSec,2016,League of Legends,124944.48,27083.34,97861.14,21.68%,124944.48,21.68%,"Choi, In Seok",Korea
71,LeY,2016,League of Legends,84240.96,27083.34,57157.62,32.15%,84240.96,32.15%,"Le, Yi",China 
72,letme,2016,League of Legends,72750.76,27083.34,45667.42,37.23%,72750.76,37.23%,"Yan, Jun Ze",China 
73,Mithy,2016,League of Legends,121362.21,25475,95887.21,20.99%,123462.21,20.63%,Alfonso Aguirre Rodriguez,Spain 
74,Zven,2016,League of Legends,98750,25475,73275,25.80%,98750,25.80%,Jesper Svenningsen,Denmark
75,Zero,2016,League of Legends,132052.26,24467.74,107584.52,18.53%,132052.26,18.53%,"Yoon, Kyung Sup",Korea
76,xiye,2016,League of Legends,91733.39,24467.74,67265.65,26.67%,91733.39,26.67%,"Su, Han Wei",China 
77,Mystic,2016,League of Legends,84190.18,24467.74,59722.44,29.06%,84190.18,29.06%,"Jin, Sung Joon",Korea
78,Condi,2016,League of Legends,64552.36,24467.74,40084.62,37.90%,64552.36,37.90%,"Xiang, Ren Jie",China 
79,957,2016,League of Legends,62015.97,24467.74,37548.23,39.45%,62015.97,39.45%,"Ke, Chang Yu",China 
80,NaMei,2016,League of Legends,141938.87,24080.9,117857.97,16.97%,141938.87,16.97%,"Zhu, Jia Wen",China 
81,Sask,2016,League of Legends,52849.81,24080.9,28768.91,45.56%,52849.81,45.56%,"Zhou, Yi Xiang",China 
82,westdoor,2016,League of Legends,111054.79,23470.3,87584.49,21.13%,111054.79,21.13%,"Liu, Shu Wei",Taiwan
83,MrAlbis,2016,League of Legends,92541.49,23470.3,69071.19,25.36%,92541.49,25.36%,"Kang, Chia Wei",Taiwan
84,AN,2016,League of Legends,85250.64,23470.3,61780.34,27.53%,85250.64,27.53%,"Chou, Chun An",Taiwan
85,Mountain,2016,League of Legends,69513.09,23470.3,46042.79,33.76%,69513.09,33.76%,"Xue, Zhao Hong",Taiwan
86,Ziv,2016,League of Legends,68963.5,23470.3,45493.2,34.03%,68963.5,34.03%,"Chen, Yi",Taiwan
87,Zet,2016,League of Legends,30951.72,21876.53,9075.19,70.68%,30951.72,70.68%,"Hae, Sung Min",Korea
88,Chawy,2016,League of Legends,49217.44,21662.87,27554.57,44.01%,79217.44,27.35%,"Wong, Xing Lei",Singapore 
89,Expect,2016,League of Legends,45472.81,21008.33,24464.48,46.20%,45472.81,46.20%,"Gi, Dae Han",Korea
90,Flandre,2016,League of Legends,39896.58,19446.6,20449.98,48.74%,39896.58,48.74%,"Li, Xuan Jun",China 
91,Martin,2016,League of Legends,28610.21,19446.6,9163.61,67.97%,28610.21,67.97%,"Tan, Qi",China 
92,TANK,2016,League of Legends,22627.49,19446.6,3180.89,85.94%,22627.49,85.94%,"Park, Dan Won",Korea
93,Kikis,2016,League of Legends,57328.79,18333.33,38995.46,31.98%,57328.79,31.98%,Mateusz Szkudlarek,Poland 
94,Score,2016,League of Legends,93165.14,17730.83,75434.31,19.03%,93165.14,19.03%,"Go, Dong Bin",Korea
95,Mikyx,2016,League of Legends,20194.42,17719.47,2474.95,87.74%,20194.42,87.74%,Mihael Mehle,Slovenia 
96,Trashy,2016,League of Legends,34586.57,17675,16911.57,51.10%,34586.57,51.10%,Jonas Andersen,Denmark 
97,Sencux,2016,League of Legends,33232.4,17675,15557.4,53.19%,33232.4,53.19%,Chres Laursen,Denmark 
98,Wunder,2016,League of Legends,31225.12,17675,13550.12,56.61%,31225.12,56.61%,Martin Hansen,Denmark 
99,Kobbe,2016,League of Legends,30491.61,17675,12816.61,57.97%,30491.61,57.97%,Kasper Kobberve,Denmark 
100,micaO,2016,League of Legends,26015.81,16161.57,9854.24,62.12%,26015.81,62.12%,Micael Rodrigues,Brazil 
1,f0rest,2013,Counter-Strike: Global Offensive,324340.94,48371.69,275969.25,14.91%,515077.57,9.39%,Patrik Lindberg,Sweden 
2,GeT_RiGhT,2013,Counter-Strike: Global Offensive,328023.36,48371.69,279651.67,14.75%,429904.82,11.25%,Christopher Alesund,Sweden 
3,Xizt,2013,Counter-Strike: Global Offensive,325079.07,48371.69,276707.38,14.88%,359770.23,13.45%,Richard Landstr?m,Sweden 
4,friberg,2013,Counter-Strike: Global Offensive,324945.74,48371.69,276574.05,14.89%,325173.28,14.88%,Adam Friberg,Sweden 
5,Fifflaren,2013,Counter-Strike: Global Offensive,106659.62,48371.69,58287.93,45.35%,123770.59,39.08%,Robin Johansson,Sweden 
6,flusha,2013,Counter-Strike: Global Offensive,397802.28,27983.7,369818.58,7.03%,397802.28,7.03%,Robin R?nnquist,Sweden 
7,JW,2013,Counter-Strike: Global Offensive,382441.6,27983.7,354457.9,7.32%,382441.6,7.32%,Jesper Wecksell,Sweden 
8,znajder,2013,Counter-Strike: Global Offensive,77921.66,27983.7,49937.96,35.91%,77921.66,35.91%,Andreas Lindberg,Sweden 
9,devilwalk,2013,Counter-Strike: Global Offensive,36933.38,27823.7,9109.68,75.33%,36933.38,75.33%,Jonatan Lundberg,Sweden 
10,pronax,2013,Counter-Strike: Global Offensive,222442.57,24292.76,198149.81,10.92%,230684.36,10.53%,Markus Wallsten,Sweden 
11,ScreaM,2013,Counter-Strike: Global Offensive,172476.1,22797.02,149679.08,13.22%,177473.14,12.85%,Adil Benrliton,Belgium
12,NBK,2013,Counter-Strike: Global Offensive,450053.76,22272.32,427781.44,4.95%,471679.54,4.72%,Nathan Schmitt,France 
13,SmithZz,2013,Counter-Strike: Global Offensive,248646.78,22272.32,226374.46,8.96%,273429.74,8.15%,Edouard Dubourdeaux,France 
14,Ex6TenZ,2013,Counter-Strike: Global Offensive,88337.18,22272.32,66064.86,25.21%,115459.18,19.29%,K?vin Droolans,Belgium
15,shox,2013,Counter-Strike: Global Offensive,278274.03,18721.92,259552.11,6.73%,295496.9,6.34%,Richard Papillon,France 
16,Dosia,2013,Counter-Strike: Global Offensive,111758.03,14029.72,97728.31,12.55%,129819.51,10.81%,Mikhail Stolyarov,Russia
17,ANGE1,2013,Counter-Strike: Global Offensive,78625.38,13713.08,64912.3,17.44%,89444.3,15.33%,Kirill Karasiow,Ukraine 
18,twist,2013,Counter-Strike: Global Offensive,88855.85,13246.67,75609.18,14.91%,88855.85,14.91%,Simon Eliasson,Sweden 
19,xelos,2013,Counter-Strike: Global Offensive,29262.25,12610.73,16651.52,43.10%,29866.34,42.22%,Jerry R?berg,Sweden 
20,kennyS,2013,Counter-Strike: Global Offensive,388197.47,11883.28,376314.19,3.06%,391141.71,3.04%,Kenny Schrub,France 
21,AdreN,2013,Counter-Strike: Global Offensive,114810.9,10940.54,103870.36,9.53%,132206.19,8.28%,Dauren Kystaubayev,Kazakhstan 
22,apEX,2013,Counter-Strike: Global Offensive,388408.15,10623.09,377785.06,2.74%,393179.06,2.70%,Dan Madesclaire,France 
23,kUcheR,2013,Counter-Strike: Global Offensive,59514.21,10537.57,48976.64,17.71%,68455.86,15.39%,Emil Akhundov,Russia
24,markeloff,2013,Counter-Strike: Global Offensive,74618.57,10171.34,64447.23,13.63%,155142.58,6.56%,Yegor Markelov,Ukraine 
25,neo,2013,Counter-Strike: Global Offensive,464898.49,8911.85,455986.64,1.92%,604369.85,1.47%,Filip Kubski,Poland 
26,TaZ,2013,Counter-Strike: Global Offensive,463098.49,8911.85,454186.64,1.92%,600609.85,1.48%,Wiktor Wojtas,Poland 
27,Xyp9x,2013,Counter-Strike: Global Offensive,434871.9,8565.85,426306.05,1.97%,436481.8,1.96%,Andreas H?jsleth,Denmark 
28,hiko,2013,Counter-Strike: Global Offensive,138588.43,8492.34,130096.09,6.13%,139608.43,6.08%,Spencer Martin,United States
29,semphis,2013,Counter-Strike: Global Offensive,57100.06,8492.34,48607.72,14.87%,62940.06,13.49%,Kory Friesen,Canada
30,n0thing,2013,Counter-Strike: Global Offensive,188756.42,8133.33,180623.09,4.31%,222353.77,3.66%,Jordan Gilbert,United States
31,swag,2013,Counter-Strike: Global Offensive,51459.01,7933.33,43525.68,15.42%,58519.01,13.56%,Braxton Pierce,United States
32,Pimp,2013,Counter-Strike: Global Offensive,68631.66,7706.88,60924.78,11.23%,69131.66,11.15%,Jacob Winneche,Denmark 
33,pashaBiceps,2013,Counter-Strike: Global Offensive,458394.7,7608.05,450786.65,1.66%,502744.67,1.51%,Jaros?aw Jarz?bkowski,Poland 
34,Nico,2013,Counter-Strike: Global Offensive,19729.21,7247.49,12481.72,36.73%,20733.82,34.95%,Nicolaj Jensen,Denmark 
35,seangares,2013,Counter-Strike: Global Offensive,92277.53,6900,85377.53,7.48%,99107.53,6.96%,Sean Gares,United States
36,dupreeh,2013,Counter-Strike: Global Offensive,432472.74,6773.28,425699.46,1.57%,432472.74,1.57%,Peter Rasmussen,Denmark 
37,Edward,2013,Counter-Strike: Global Offensive,262916.75,6531.34,256385.41,2.48%,358739.29,1.82%,Ioann Sukharev,Ukraine 
38,Fox,2013,Counter-Strike: Global Offensive,7136.04,6447.74,688.3,90.35%,24797.52,26.00%,Sergey Stolyarov,Russia
39,KIOSHIMA,2013,Counter-Strike: Global Offensive,283975.49,6435.31,277540.18,2.27%,284216.97,2.26%,Fabien Fiey,France 
40,Maniac,2013,Counter-Strike: Global Offensive,48554.48,6320.65,42233.83,13.02%,49380.17,12.80%,Mathieu Quiquerez,Switzerland 
41,FeTiSh,2013,Counter-Strike: Global Offensive,25082.91,6105.78,18977.13,24.34%,36128.39,16.90%,Henrik Christensen,Denmark 
42,moddii,2013,Counter-Strike: Global Offensive,76517.2,6008.47,70508.73,7.85%,110870.69,5.42%,Andreas Fridh,Sweden 
43,gla1ve,2013,Counter-Strike: Global Offensive,266734.08,5967.52,260766.56,2.24%,269296.28,2.22%,Lukas Rossander,Denmark 
44,SKYTTEN,2013,Counter-Strike: Global Offensive,15654.31,5584.4,10069.91,35.67%,15654.31,35.67%,Alexander Carlsson,Sweden 
45,Friis,2013,Counter-Strike: Global Offensive,84226,5564.68,78661.32,6.61%,121891.58,4.57%,Michael J?rgensen,Denmark 
46,MSL,2013,Counter-Strike: Global Offensive,176374,5540.69,170833.31,3.14%,176471.54,3.14%,Mathias Lauridsen,Denmark 
47,HaRts,2013,Counter-Strike: Global Offensive,8729.21,5518.79,3210.42,63.22%,36697.68,15.04%,Michael Zanatta,France 
48,Zeus,2013,Counter-Strike: Global Offensive,245157.11,5495.83,239661.28,2.24%,338477.71,1.62%,Daniil Teslenko,Ukraine 
49,starix,2013,Counter-Strike: Global Offensive,39068.57,5495.83,33572.74,14.07%,127710.63,4.30%,Sergey Ishuk,Ukraine 
50,Delpan,2013,Counter-Strike: Global Offensive,7400.93,5331.31,2069.62,72.04%,43807.99,12.17%,Marcus Larsson,Sweden 
51,ioRek,2013,Counter-Strike: Global Offensive,6238.4,5306.53,931.87,85.06%,31255.9,16.98%,Jeremy Vuillermet,France 
52,Maikelele,2013,Counter-Strike: Global Offensive,94383.47,5074.72,89308.75,5.38%,94904.94,5.35%,Mikail Bill,Sweden 
53,Happy,2013,Counter-Strike: Global Offensive,420915.14,4963,415952.14,1.18%,425631.28,1.17%,Vincent Schopenhauer,France 
54,olofmeister,2013,Counter-Strike: Global Offensive,361070.79,4890.18,356180.61,1.35%,361411.61,1.35%,Olof Kajbjer,Sweden 
55,KRiMZ,2013,Counter-Strike: Global Offensive,364906.67,4810.18,360096.49,1.32%,364906.67,1.32%,Freddy Johansson,Sweden 
56,dennis,2013,Counter-Strike: Global Offensive,218595.91,4810.18,213785.73,2.20%,224627.27,2.14%,Dennis Edman,Sweden 
57,dev1ce,2013,Counter-Strike: Global Offensive,429473.21,4806.41,424666.8,1.12%,429570.75,1.12%,Nicolai Reedtz,Denmark 
58,ceh9,2013,Counter-Strike: Global Offensive,5406.61,4566.61,840,84.46%,84186.37,5.42%,Arseniy Trynozhenko,Ukraine 
59,GuardiaN,2013,Counter-Strike: Global Offensive,262800.07,4537.31,258262.76,1.73%,267623.63,1.70%,Ladislav Kov?cs,Slovakia 
60,Nille,2013,Counter-Strike: Global Offensive,5349.43,4472.12,877.31,83.60%,5755.93,77.70%,Nichlas Busk,Denmark 
61,adreN,2013,Counter-Strike: Global Offensive,72685.36,4422.97,68262.39,6.09%,85113.71,5.20%,Eric Hoag,United States 
62,pita,2013,Counter-Strike: Global Offensive,17143.36,4366.72,12776.64,25.47%,42311.23,10.32%,Faruk Pita,Bosnia and Herzegovina 
63,pyth,2013,Counter-Strike: Global Offensive,107587.43,4206.18,103381.25,3.91%,107587.43,3.91%,Jacob Mouruj?rvi,Sweden 
64,KQLY,2013,Counter-Strike: Global Offensive,19311.87,4194.33,15117.54,21.72%,19467.14,21.55%,Hovik Tovmassian,France 
65,Loord,2013,Counter-Strike: Global Offensive,9449.74,4108.05,5341.69,43.47%,134752.87,3.05%,Mariusz Cybulski,Poland
66,LEGIJA,2013,Counter-Strike: Global Offensive,47836.24,4075.04,43761.2,8.52%,48484.05,8.40%,Nikola Nini?,Serbia 
67,karrigan,2013,Counter-Strike: Global Offensive,278869.95,3958.06,274911.89,1.42%,309713.67,1.28%,Finn Andersen,Denmark 
68,cype,2013,Counter-Strike: Global Offensive,11924.21,3931.31,7992.9,32.97%,11924.21,32.97%,Isak Rydman,Sweden 
69,AZK,2013,Counter-Strike: Global Offensive,23204.24,3906.31,19297.93,16.83%,39620.42,9.86%,Keven Lariviere,Canada 
70,kuben,2013,Counter-Strike: Global Offensive,5771.28,3888.05,1883.23,67.37%,128601.41,3.02%,Jakub Gurczy?ski,Poland 
71,chrisJ,2013,Counter-Strike: Global Offensive,100156.75,3819.93,96336.82,3.81%,100632.28,3.80%,Chris de Jong,Netherlands
72,trace,2013,Counter-Strike: Global Offensive,4257.07,3799.03,458.04,89.24%,52818.42,7.19%,Martin Heldt,Denmark 
73,snax,2013,Counter-Strike: Global Offensive,449212.05,3751.37,445460.68,0.84%,449212.05,0.84%,Janusz Pogorzelski,Poland 
74,byali,2013,Counter-Strike: Global Offensive,452872.49,3746.44,449126.05,0.83%,452872.49,0.83%,Pawe? Bieli?ski,Poland 
75,Kirby,2013,Counter-Strike: Global Offensive,7457.72,3703.13,3754.59,49.65%,8734.83,42.39%,Andr? Kempa,Germany 
76,seized,2013,Counter-Strike: Global Offensive,269193.67,3501.79,265691.88,1.30%,270690.16,1.29%,Denis Kostin,Russia
77,Skadoodle,2013,Counter-Strike: Global Offensive,184913.31,3428.23,181485.08,1.85%,184913.31,1.85%,Tyler Latham,United States 
78,anger,2013,Counter-Strike: Global Offensive,22878,3428.23,19449.77,14.98%,30724.67,11.16%,Todd Williams,United States 
79,Spitfire,2013,Counter-Strike: Global Offensive,6417.73,3337.81,3079.92,52.01%,6417.73,52.01%,Christian Schi?lde,Sweden 
80,Uzzziii,2013,Counter-Strike: Global Offensive,19648.07,3316.77,16331.3,16.88%,23014.51,14.41%,Kevin Vernel,France 
81,DaZeD,2013,Counter-Strike: Global Offensive,33576.04,3275.67,30300.37,9.76%,36676.04,8.93%,Sam Marine,United States 
82,crisby,2013,Counter-Strike: Global Offensive,28841.61,3167.89,25673.72,10.98%,31166.48,10.16%,Christian Schmitt,Germany 
83,Hayko,2013,Counter-Strike: Global Offensive,10593.42,2971.79,7621.63,28.05%,10837.14,27.42%,Robin Stahmer,France 
84,asmo,2013,Counter-Strike: Global Offensive,5051.15,2967.15,2084,58.74%,7586.54,39.11%,Azmican Berberoglu,Germany 
85,stingeR,2013,Counter-Strike: Global Offensive,4015.46,2959.03,1056.43,73.69%,6376.71,46.40%,Lasse Midtstue,Norway
86,qk-Mantis,2013,Counter-Strike: Global Offensive,5957.37,2926.29,3031.08,49.12%,8543.61,34.25%,Benjamin Oberlein,Germany 
87,tiziaN,2013,Counter-Strike: Global Offensive,30389.75,2923.65,27466.1,9.62%,30389.75,9.62%,Tizian Feldbusch,Germany 
88,Weber,2013,Counter-Strike: Global Offensive,12492.79,2839.11,9653.68,22.73%,16137.96,17.59%,Brandon Weber,United Kingdom 
89,rdl,2013,Counter-Strike: Global Offensive,2941.65,2812.76,128.89,95.62%,5585.05,50.36%,Alexander Redl,Sweden 
90,Sf,2013,Counter-Strike: Global Offensive,10283.27,2783.89,7499.38,27.07%,10413.76,26.73%,Gordon Giry,France 
91,cENTRYZ,2013,Counter-Strike: Global Offensive,9216.45,2677.2,6539.25,29.05%,9216.45,29.05%,Martin Brandal,Norway
92,kibaken,2013,Counter-Strike: Global Offensive,15195.37,2552.56,12642.81,16.80%,15344.79,16.63%,Anton Kolesnikov,Russia
93,Liddano,2013,Counter-Strike: Global Offensive,2392.76,2392.76,0,100.00%,3308.64,72.32%,Jonathan Lidgren,Sweden 
94,cajunb,2013,Counter-Strike: Global Offensive,285832.53,2266.44,283566.09,0.79%,288625.19,0.79%,Ren? Borg,Denmark 
95,smn,2013,Counter-Strike: Global Offensive,3732.15,2117.85,1614.3,56.75%,4169.33,50.80%,Simon Beck,Germany 
96,disruptor,2013,Counter-Strike: Global Offensive,3008.01,2038.45,969.56,67.77%,13071.59,15.59%,Christoph D?lger,Germany 
97,Volcano,2013,Counter-Strike: Global Offensive,3610.54,2022.97,1587.57,56.03%,53927.2,3.75%,Salvatore Garozzo,United States 
98,Spiidi,2013,Counter-Strike: Global Offensive,89103.74,1961.66,87142.08,2.20%,89103.74,2.20%,Timo Richter,Germany 
99,emilio,2013,Counter-Strike: Global Offensive,6987.7,1933.9,5053.8,27.68%,7959.53,24.30%,Joel Mako,Sweden 
100,som,2013,Counter-Strike: Global Offensive,3357.92,1898.5,1459.42,56.54%,3357.92,56.54%,Som Haddow,United Kingdom 
1,GeT_RiGhT,2014,Counter-Strike: Global Offensive,328023.36,57500.17,270523.19,17.53%,429904.82,13.38%,Christopher Alesund,Sweden 
